question_id,question,document_id,expected_chunk_id,retrieved_chunk_ids,retrieved_scores,hit@k,precision@k,recall@k,reciprocal_rank
Q020,Who retains an original copy of the agreement after signing?,2ed5b051-1673-4efb-b9c3-b6062be305b9,a1a6fcb2-61bd-497d-8bf3-8d3f35d4e10e,"[""a1a6fcb2-61bd-497d-8bf3-8d3f35d4e10e"", ""2e42a731-2334-4bd4-be1c-b38e98ff858c"", ""24ce5d2f-ad21-4da1-bc74-3dd4f308bd86"", ""3b560d21-0ecb-4bb2-a5cd-27fbab85eb82""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q021,What is the objective of this agreement?,0e89becd-6661-4a83-9a3f-0edd40957da8,a29e4f22-c2c2-4bca-af9f-a49997c994ad,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,1.0
Q022,Who are the parties involved in this agreement?,0e89becd-6661-4a83-9a3f-0edd40957da8,a29e4f22-c2c2-4bca-af9f-a49997c994ad,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,1.0
Q023,What must the first party do before a payment is due?,0e89becd-6661-4a83-9a3f-0edd40957da8,a29e4f22-c2c2-4bca-af9f-a49997c994ad,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,0.5
Q024,How early must the recipient list be provided?,0e89becd-6661-4a83-9a3f-0edd40957da8,a29e4f22-c2c2-4bca-af9f-a49997c994ad,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad""]","[null, null, null]",1.0,0.2,1.0,0.3333333333333333
Q025,Which currencies can be used for payment?,0e89becd-6661-4a83-9a3f-0edd40957da8,a29e4f22-c2c2-4bca-af9f-a49997c994ad,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,0.5
Q026,What exchange rate must the second party use?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,1.0
Q027,What should the second party do if cash delivery is delayed?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad""]","[null, null, null]",1.0,0.2,1.0,1.0
Q028,How many copies of the payment receipt must be issued?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,1.0
Q029,What evidence must be provided after completing a distribution cycle?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad""]","[null, null, null]",1.0,0.2,1.0,1.0
Q030,How long is the contract valid?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""664f6bad-7ba5-4494-8730-c21c3cce4282""]","[null, null, null]",1.0,0.2,1.0,0.3333333333333333
Q031,How can this agreement be amended?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,0.5
Q032,How much notice is required to terminate the agreement?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,0.5
Q033,How should disputes first be resolved?,0e89becd-6661-4a83-9a3f-0edd40957da8,664f6bad-7ba5-4494-8730-c21c3cce4282,"[""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309""]","[null, null, null]",1.0,0.2,1.0,1.0
Q034,What happens if a dispute cannot be resolved through consultation?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""e2439601-cff4-464a-8fa8-281c9c856309"", ""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad""]","[null, null, null]",1.0,0.2,1.0,1.0
Q035,How many original signed copies are required to validate the contract?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""664f6bad-7ba5-4494-8730-c21c3cce4282""]","[null, null, null]",1.0,0.2,1.0,0.5
Q036,Why should aid agencies know their supplier?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""e2439601-cff4-464a-8fa8-281c9c856309"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""664f6bad-7ba5-4494-8730-c21c3cce4282""]","[null, null, null]",1.0,0.2,1.0,1.0
Q037,What business information should aid agencies assess about a supplier?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""e2439601-cff4-464a-8fa8-281c9c856309"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""664f6bad-7ba5-4494-8730-c21c3cce4282""]","[null, null, null]",1.0,0.2,1.0,1.0
Q038,Why is understanding ownership and control important?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""664f6bad-7ba5-4494-8730-c21c3cce4282""]","[null, null, null]",1.0,0.2,1.0,0.5
Q039,What question should be asked regarding agent selection during due diligence?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""a29e4f22-c2c2-4bca-af9f-a49997c994ad"", ""e2439601-cff4-464a-8fa8-281c9c856309"", ""664f6bad-7ba5-4494-8730-c21c3cce4282""]","[null, null, null]",1.0,0.2,1.0,0.5
Q040,What working capital information should be collected during supplier assessment?,0e89becd-6661-4a83-9a3f-0edd40957da8,e2439601-cff4-464a-8fa8-281c9c856309,"[""e2439601-cff4-464a-8fa8-281c9c856309"", ""664f6bad-7ba5-4494-8730-c21c3cce4282"", ""a29e4f22-c2c2-4bca-af9f-a49997c994ad""]","[null, null, null]",1.0,0.2,1.0,1.0
Q041,What is the purpose of this agreement?,26daa8dc-a45d-4f49-bfb9-f03954091023,54d1e906-72d8-44a9-8d8c-e30a6d879a33,"[""5dd19756-7366-4236-8563-82399494ce87"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf""]","[null, null, null, null]",1.0,0.2,1.0,0.5
Q042,When does the rental agreement commence?,26daa8dc-a45d-4f49-bfb9-f03954091023,54d1e906-72d8-44a9-8d8c-e30a6d879a33,"[""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""5dd19756-7366-4236-8563-82399494ce87"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q043,Can the agreement be extended after its expiry?,26daa8dc-a45d-4f49-bfb9-f03954091023,54d1e906-72d8-44a9-8d8c-e30a6d879a33,"[""5dd19756-7366-4236-8563-82399494ce87"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf""]","[null, null, null, null]",1.0,0.2,1.0,0.3333333333333333
Q044,By what date must the tenant pay the monthly rent?,26daa8dc-a45d-4f49-bfb9-f03954091023,54d1e906-72d8-44a9-8d8c-e30a6d879a33,"[""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""5dd19756-7366-4236-8563-82399494ce87""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q045,Are electricity and water bills included in the monthly rent?,26daa8dc-a45d-4f49-bfb9-f03954091023,54d1e906-72d8-44a9-8d8c-e30a6d879a33,"[""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,0.25
Q046,What expenses are covered by the monthly maintenance charge?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""5dd19756-7366-4236-8563-82399494ce87"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q047,Who is responsible for paying the elevator and generator running costs?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""5dd19756-7366-4236-8563-82399494ce87"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q048,Who pays electricity and water bills during the tenancy?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q049,What type of security deposit is required?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""5dd19756-7366-4236-8563-82399494ce87"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,0.5
Q050,What happens if the owner does not refund the security deposit?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87""]","[null, null, null, null]",1.0,0.2,1.0,0.3333333333333333
Q051,Can the tenant sublet the rented premises?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87""]","[null, null, null, null]",1.0,0.2,1.0,0.3333333333333333
Q052,Who is responsible for day-to-day minor repairs?,26daa8dc-a45d-4f49-bfb9-f03954091023,3a1907b1-eb89-4ff0-8e4c-038b7c5711bf,"[""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""5dd19756-7366-4236-8563-82399494ce87""]","[null, null, null, null]",1.0,0.2,1.0,0.5
Q053,Can the tenant make structural alterations to the property?,26daa8dc-a45d-4f49-bfb9-f03954091023,364a0191-e2c7-4bef-a237-d0128a38c5a0,"[""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""5dd19756-7366-4236-8563-82399494ce87"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q054,How often may the owner inspect the premises?,26daa8dc-a45d-4f49-bfb9-f03954091023,364a0191-e2c7-4bef-a237-d0128a38c5a0,"[""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q055,For what purpose may the tenant use the premises?,26daa8dc-a45d-4f49-bfb9-f03954091023,364a0191-e2c7-4bef-a237-d0128a38c5a0,"[""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""5dd19756-7366-4236-8563-82399494ce87"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q056,Who is responsible for paying property taxes?,26daa8dc-a45d-4f49-bfb9-f03954091023,364a0191-e2c7-4bef-a237-d0128a38c5a0,"[""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33""]","[null, null, null, null]",1.0,0.2,1.0,0.3333333333333333
Q057,How much notice is required to terminate the rental agreement?,26daa8dc-a45d-4f49-bfb9-f03954091023,364a0191-e2c7-4bef-a237-d0128a38c5a0,"[""5dd19756-7366-4236-8563-82399494ce87"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf""]","[null, null, null, null]",1.0,0.2,1.0,0.5
Q058,What happens if the tenant does not vacate the premises after the rental period ends?,26daa8dc-a45d-4f49-bfb9-f03954091023,364a0191-e2c7-4bef-a237-d0128a38c5a0,"[""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""5dd19756-7366-4236-8563-82399494ce87""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q059,Which court has jurisdiction over disputes arising from this agreement?,26daa8dc-a45d-4f49-bfb9-f03954091023,5dd19756-7366-4236-8563-82399494ce87,"[""5dd19756-7366-4236-8563-82399494ce87"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf""]","[null, null, null, null]",1.0,0.2,1.0,1.0
Q060,How are registration charges for the rental agreement shared?,26daa8dc-a45d-4f49-bfb9-f03954091023,5dd19756-7366-4236-8563-82399494ce87,"[""5dd19756-7366-4236-8563-82399494ce87"", ""3a1907b1-eb89-4ff0-8e4c-038b7c5711bf"", ""54d1e906-72d8-44a9-8d8c-e30a6d879a33"", ""364a0191-e2c7-4bef-a237-d0128a38c5a0""]","[null, null, null, null]",1.0,0.2,1.0,1.0
